,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,EMI_Income_Ratio,Log_ApplicantIncome,Log_CoapplicantIncome,Log_LoanAmount,Log_TotalIncome,Has_Coapplicant,HighLoan,Area_Rural,Area_Semiurban,Area_Urban
34,1,0,3,1,0,10171.25,3000.0,261.5,360.0,1.0,0,13171.25,0.05514957873314142,9.227418703510933,8.006700845440367,5.570251082031678,9.485867622969955,1,1,1,0,0
35,1,1,0,1,0,2275.0,2067.0,128.0,360.0,1.0,1,4342.0,0.08188750703720764,7.730174795246222,7.63433723562832,4.859812404361672,8.376320632534823,1,0,0,0,1
36,1,1,0,1,0,1828.0,1330.0,100.0,360.0,0.0,0,3158.0,0.0879600309619309,7.511524648390866,7.193685818395112,4.61512051684126,8.058010800802085,1,0,0,0,1
37,0,1,0,1,0,3667.0,1459.0,144.0,360.0,1.0,1,5126.0,0.07803355442840422,8.207401833376355,7.286191714702382,4.976733742420574,8.5422759717837,1,1,0,1,0
38,1,0,0,1,0,4166.0,5743.125,184.0,360.0,1.0,1,9909.125,0.05157984293377176,8.334951631422454,8.655932872329714,5.220355825078324,9.201312240766178,1,1,0,0,1
39,1,0,0,0,0,3748.0,1668.0,110.0,360.0,1.0,1,5416.0,0.056417200065649105,8.229244416735913,7.419979923661835,4.709530201312334,8.597297435657898,1,0,0,1,0
40,1,0,0,1,0,3600.0,0.0,80.0,360.0,1.0,0,3600.0,0.06172839506172839,8.188966863648876,0.0,4.394449154672439,8.188966863648876,0,0,0,0,1
41,1,0,0,1,0,1800.0,1213.0,47.0,360.0,1.0,1,3013.0,0.04333075192683557,7.496097345175956,7.101675971619444,3.871201010907891,8.01102337918644,1,0,0,0,1
42,1,1,0,1,0,2400.0,0.0,75.0,360.0,1.0,1,2400.0,0.08680555555555555,7.783640596221253,0.0,4.330733340286331,7.783640596221253,0,0,0,0,1
43,1,1,0,1,0,3941.0,2336.0,134.0,360.0,1.0,1,6277.0,0.05929938222434638,8.279443487712665,7.756623334538858,4.90527477843843,8.744806737401898,1,1,0,1,0
44,1,1,0,0,1,4695.0,0.0,96.0,360.0,1.0,1,4695.0,0.05679801206957757,8.454466361507933,0.0,4.574710978503383,8.454466361507933,0,0,0,0,1
45,0,0,0,1,0,3410.0,0.0,88.0,360.0,1.0,1,3410.0,0.07168458781362007,8.134760782418645,0.0,4.48863636973214,8.134760782418645,0,0,0,0,1
46,1,1,1,1,0,5649.0,0.0,44.0,360.0,1.0,1,5649.0,0.02163608111563502,8.639410824140487,0.0,3.8066624897703196,8.639410824140487,0,0,0,0,1
47,1,1,0,1,0,5821.0,0.0,144.0,360.0,1.0,1,5821.0,0.0687167153410067,8.669399124305569,0.0,4.976733742420574,8.669399124305569,0,1,0,0,1
48,0,1,0,1,0,2645.0,3440.0,120.0,360.0,0.0,0,6085.0,0.054779512462339086,7.880804344674901,8.14351740579748,4.795790545596741,8.713746330456916,1,0,0,0,1
49,0,0,0,1,0,4000.0,2275.0,144.0,360.0,1.0,1,6275.0,0.06374501992031872,8.294299608857235,7.730174795246222,4.976733742420574,8.744488113852924,1,1,0,1,0
50,0,1,0,0,0,1928.0,1644.0,100.0,360.0,1.0,1,3572.0,0.07776533532412591,7.564757012905729,7.405495663199472,4.61512051684126,8.181160858023409,1,0,0,1,0
51,0,0,0,1,0,3086.0,0.0,120.0,360.0,1.0,1,3086.0,0.10801468999783971,8.034955024502159,0.0,4.795790545596741,8.034955024502159,0,0,0,1,0
52,0,0,0,1,0,4230.0,0.0,112.0,360.0,1.0,0,4230.0,0.07354872603099553,8.350193650720067,0.0,4.727387818712341,8.350193650720067,0,0,0,1,0
53,1,1,2,1,0,4616.0,0.0,134.0,360.0,1.0,0,4616.0,0.08063739649528211,8.43750042250699,0.0,4.90527477843843,8.43750042250699,0,1,0,0,1
54,0,1,1,1,1,10171.25,0.0,261.5,360.0,0.0,0,10171.25,0.07141589174279354,9.227418703510933,0.0,5.570251082031678,9.227418703510933,0,1,0,0,1
55,1,1,2,1,0,2708.0,1167.0,97.0,360.0,1.0,1,3875.0,0.06953405017921147,7.904334842085095,7.0630481633881725,4.584967478670572,8.262558973010657,1,0,0,1,0
56,1,1,0,1,0,2132.0,1591.0,96.0,360.0,1.0,1,3723.0,0.07162682424568001,7.665284718471351,7.3727463664043285,4.574710978503383,8.222553638396958,1,0,0,1,0
57,1,1,0,1,0,3366.0,2200.0,135.0,360.0,1.0,0,5566.0,0.06737333812432626,8.121777419161074,7.696667081526462,4.912654885736052,8.624611588183507,1,1,1,0,0
58,1,1,1,1,0,8080.0,2250.0,180.0,360.0,1.0,1,10330.0,0.0484027105517909,8.997270906233448,7.719129840906732,5.198497031265826,9.242904362849446,1,1,0,0,1
59,1,1,2,0,0,3357.0,2859.0,144.0,360.0,1.0,1,6216.0,0.06435006435006435,8.119100837637486,7.958576903813898,4.976733742420574,8.735042754269337,1,1,0,0,1
60,1,1,0,1,0,2500.0,3796.0,120.0,360.0,1.0,1,6296.0,0.0529436679373147,7.824445930877619,8.241966560231802,4.795790545596741,8.747828608488742,1,0,0,0,1
61,1,1,3,1,0,3029.0,0.0,99.0,360.0,1.0,1,3029.0,0.09078903928689336,8.016317898503415,0.0,4.605170185988092,8.016317898503415,0,0,0,0,1
62,1,1,0,0,1,2609.0,3449.0,165.0,180.0,0.0,0,6058.0,0.1513150654781556,7.867105500316739,8.146129510025405,5.111987788356544,8.70930004894499,1,1,1,0,0
63,1,1,1,1,0,4945.0,0.0,128.0,360.0,0.0,0,4945.0,0.07190203347938434,8.506334448081361,0.0,4.859812404361672,8.506334448081361,0,0,1,0,0
64,0,0,0,1,0,4166.0,0.0,116.0,360.0,0.0,0,4166.0,0.0773457086467168,8.334951631422454,0.0,4.762173934797756,8.334951631422454,0,0,0,1,0
65,1,1,0,1,0,5726.0,4595.0,258.0,360.0,1.0,0,10321.0,0.06943771598359331,8.652947112393857,8.432941638968646,5.556828061699537,9.242032818708672,1,1,0,1,0
66,1,0,0,0,0,3200.0,2254.0,126.0,180.0,0.0,0,5454.0,0.12834616795012835,8.071218539969863,7.720905251936779,4.844187086458591,8.604287898267172,1,0,0,0,1
67,1,1,1,1,0,10171.25,0.0,261.5,360.0,1.0,1,10171.25,0.07141589174279354,9.227418703510933,0.0,5.570251082031678,9.227418703510933,0,1,0,0,1
68,1,1,3,0,1,7100.0,0.0,125.0,60.0,1.0,1,7100.0,0.2934272300469484,8.867990898182093,0.0,4.836281906951478,8.867990898182093,0,0,0,0,1
69,0,0,0,1,0,4300.0,0.0,136.0,360.0,0.0,0,4300.0,0.08785529715762273,8.366602832783736,0.0,4.919980925828125,8.366602832783736,0,1,0,1,0
70,1,1,0,1,0,3208.0,3066.0,172.0,360.0,1.0,1,6274.0,0.07615202068501399,8.073714641109857,8.028455164114252,5.153291594497779,8.744328763999984,1,1,0,0,1
71,1,1,2,0,1,1875.0,1875.0,97.0,360.0,1.0,1,3750.0,0.07185185185185185,7.53689712956617,7.53689712956617,4.584967478670572,8.229777750081887,1,0,0,1,0
72,1,0,0,1,0,3500.0,0.0,81.0,300.0,1.0,1,3500.0,0.07714285714285714,8.160803920954665,0.0,4.406719247264253,8.160803920954665,0,0,0,1,0
73,1,1,3,0,0,4755.0,0.0,95.0,360.0,0.0,0,4755.0,0.055497137516064964,8.467162257810672,0.0,4.564348191467836,8.467162257810672,0,0,0,1,0
74,1,1,3,1,1,5266.0,1774.0,187.0,360.0,1.0,1,7040.0,0.07378472222222222,8.569216219483389,7.4815557019095165,5.236441962829949,8.859505484519133,1,1,0,1,0
75,1,0,0,1,0,3750.0,0.0,113.0,480.0,1.0,0,3750.0,0.06277777777777778,8.229777750081887,0.0,4.736198448394496,8.229777750081887,0,0,0,0,1
76,1,0,0,1,0,3750.0,4750.0,176.0,360.0,1.0,0,8500.0,0.05751633986928104,8.229777750081887,8.46611040118692,5.176149732573829,9.04793908261736,1,1,0,0,1
77,1,1,1,1,1,1000.0,3022.0,110.0,360.0,1.0,0,4022.0,0.07597104812420576,6.90875477931522,8.014004994779459,4.709530201312334,8.299783171949787,1,0,0,0,1
78,1,1,3,1,0,3167.0,4000.0,180.0,300.0,0.0,0,7167.0,0.08371703641691085,8.060855752934316,8.294299608857235,5.198497031265826,8.877381954654766,1,1,0,1,0
79,1,1,3,0,1,3333.0,2166.0,130.0,360.0,1.0,1,5499.0,0.06566850538481744,8.111928063310739,7.681099001536359,4.875197323201151,8.612503371220562,1,1,0,1,0
80,0,0,0,1,0,3846.0,0.0,111.0,360.0,1.0,1,3846.0,0.08016987346160513,8.255048902752295,0.0,4.718498871295094,8.255048902752295,0,0,0,1,0
81,1,1,1,1,1,2395.0,0.0,128.0,360.0,1.0,1,2395.0,0.14845743446996057,7.78155595923534,0.0,4.859812404361672,7.78155595923534,0,0,0,1,0
82,0,1,2,1,0,1378.0,1881.0,167.0,360.0,1.0,0,3259.0,0.14234086802359278,7.229113877793302,7.540090320145325,5.123963979403259,8.089482474360754,1,1,0,0,1
83,1,1,0,1,0,6000.0,2250.0,261.5,360.0,1.0,0,8250.0,0.08804713804713804,8.699681400989514,7.719129840906732,5.570251082031678,9.018089684104343,1,1,0,1,0
84,1,1,1,1,0,3988.0,0.0,50.0,240.0,1.0,1,3988.0,0.052240053493814775,8.291295851905407,0.0,3.9318256327243257,8.291295851905407,0,0,0,0,1
85,1,0,0,1,0,2366.0,2531.0,136.0,360.0,1.0,1,4897.0,0.07714473714065301,7.769378609513984,7.836764783264067,4.919980925828125,8.496582237512113,1,1,0,1,0
86,1,1,2,0,0,3333.0,2000.0,99.0,360.0,1.0,1,5333.0,0.0515657228576786,8.111928063310739,7.601402334583733,4.605170185988092,8.58185670474196,1,0,0,1,0
87,1,1,0,1,0,2500.0,2118.0,104.0,360.0,1.0,1,4618.0,0.062557143544584,7.824445930877619,7.6586995582682995,4.653960350157523,8.437933510430605,1,0,0,1,0
88,1,0,0,1,0,8566.0,0.0,210.0,360.0,1.0,1,8566.0,0.0680986847225465,9.055672891964043,0.0,5.351858133476067,9.055672891964043,0,1,0,0,1
89,1,1,0,1,0,5695.0,4167.0,175.0,360.0,1.0,1,9862.0,0.049291331485612565,8.647519453091812,8.335191583433202,5.170483995038151,9.196545660953994,1,1,0,1,0
90,1,1,0,1,0,2958.0,2900.0,131.0,360.0,1.0,1,5858.0,0.0621182807935966,7.99260665240021,7.972810784121404,4.882801922586371,8.675734219544788,1,1,0,1,0
91,1,1,2,1,0,6250.0,5654.0,188.0,180.0,1.0,1,11904.0,0.08773894862604541,8.740496729931813,8.640295388550221,5.241747015059643,9.384713758920963,1,1,0,1,0
92,1,1,2,0,0,3273.0,1820.0,81.0,360.0,1.0,1,5093.0,0.04417828391910465,8.09376775793108,7.507141079727608,4.406719247264253,8.535818655539403,1,0,0,0,1
93,1,0,0,1,0,4133.0,0.0,122.0,360.0,1.0,1,4133.0,0.08199585988117321,8.327000740241713,0.0,4.812184355372417,8.327000740241713,0,0,0,1,0
94,1,0,0,0,0,3620.0,0.0,25.0,120.0,1.0,1,3620.0,0.05755064456721915,8.19450550976564,0.0,3.258096538021482,8.19450550976564,0,0,0,1,0
95,1,0,0,1,0,6782.0,0.0,128.0,360.0,1.0,0,6782.0,0.0524263573511583,8.82217476094608,0.0,4.859812404361672,8.82217476094608,0,0,0,0,1
96,0,1,0,1,0,2484.0,2302.0,137.0,360.0,1.0,1,4786.0,0.07951432418628407,7.818027938530729,7.741967899820685,4.927253685157205,8.473659189392508,1,1,0,1,0
97,1,1,0,1,0,1977.0,997.0,50.0,360.0,1.0,1,2974.0,0.04670103863109915,7.589841512182657,6.905753276311464,3.9318256327243257,7.99799931797973,1,0,0,1,0
98,1,1,0,0,0,4188.0,0.0,115.0,180.0,1.0,1,4188.0,0.1525522657327815,8.340217320947035,0.0,4.7535901911063645,8.340217320947035,0,0,0,1,0
99,1,1,0,1,0,1759.0,3541.0,131.0,360.0,1.0,1,5300.0,0.06865828092243187,7.473069088032197,8.17244681834278,4.882801922586371,8.575650760987806,1,1,0,1,0
100,1,1,2,0,0,4288.0,3263.0,133.0,180.0,1.0,1,7551.0,0.09785311732073751,8.36380888451688,8.090708716083997,4.897839799950911,8.929567707825337,1,1,0,0,1
101,1,0,0,1,0,4843.0,3806.0,151.0,360.0,1.0,1,8649.0,0.048496293726956234,8.485496104672983,8.244596756382498,5.0238805208462765,9.065314599925925,1,1,0,1,0
102,1,1,0,1,0,10171.25,0.0,128.0,360.0,1.0,1,10171.25,0.03495691832916854,9.227418703510933,0.0,4.859812404361672,9.227418703510933,0,0,0,0,1
103,1,1,0,1,0,4652.0,3583.0,128.0,360.0,1.0,1,8235.0,0.04317614517978817,8.445267451844648,8.18423477409482,4.859812404361672,9.01627006814768,1,0,0,1,0
104,1,1,0,1,0,3816.0,754.0,160.0,360.0,1.0,1,4570.0,0.09725261366399222,8.247220052745229,6.626717749249025,5.081404364984463,8.427487278331744,1,1,0,0,1
105,1,1,1,1,0,3052.0,1030.0,100.0,360.0,1.0,1,4082.0,0.06804943110675594,8.023879992734878,6.93828448401696,4.61512051684126,8.314587291319576,1,0,0,0,1
106,1,1,2,1,0,10171.25,1126.0,225.0,360.0,1.0,1,11297.25,0.05532319812343712,9.227418703510933,7.027314514039777,5.420534999272286,9.332403125450623,1,1,0,0,1
107,1,0,0,0,0,7333.0,0.0,120.0,360.0,1.0,0,7333.0,0.045456611664166556,8.900276348631271,0.0,4.795790545596741,8.900276348631271,0,0,1,0,0
108,1,1,2,1,0,3800.0,3600.0,216.0,360.0,0.0,0,7400.0,0.08108108108108109,8.24301946898925,8.188966863648876,5.37989735354046,8.909370405197466,1,1,0,0,1
109,1,1,3,0,0,2071.0,754.0,94.0,480.0,1.0,1,2825.0,0.06932153392330384,7.6362696033793735,6.626717749249025,4.553876891600541,7.946617563244473,1,0,0,1,0
110,1,0,0,1,0,5316.0,0.0,136.0,360.0,1.0,1,5316.0,0.07106429228325391,8.57866451350434,0.0,4.919980925828125,8.57866451350434,0,1,0,0,1
111,0,1,0,1,0,2929.0,2333.0,139.0,360.0,1.0,1,5262.0,0.07337725410701465,7.982757702011113,7.755338812846501,4.941642422609304,8.56845648535378,1,1,0,1,0
112,1,1,0,0,0,3572.0,4114.0,152.0,360.0,0.0,0,7686.0,0.05493393471535548,8.181160858023409,8.32239411311117,5.030437921392435,8.947285869349132,1,1,1,0,0
113,0,0,1,1,1,7451.0,0.0,128.0,360.0,1.0,1,7451.0,0.04771917266884385,8.916237731721479,0.0,4.859812404361672,8.916237731721479,0,0,0,1,0
114,1,0,0,1,0,5050.0,0.0,118.0,360.0,1.0,1,5050.0,0.06490649064906491,8.527341522468053,0.0,4.77912349311153,8.527341522468053,0,0,0,1,0
115,1,1,1,1,0,10171.25,0.0,185.0,180.0,1.0,1,10171.25,0.10104734204525283,9.227418703510933,0.0,5.225746673713202,9.227418703510933,0,1,1,0,0
116,0,1,0,1,0,3167.0,2283.0,154.0,360.0,1.0,1,5450.0,0.07849133537206932,8.060855752934316,7.7336835707759,5.043425116919247,8.603554357064281,1,1,0,1,0
117,1,1,1,1,0,2214.0,1398.0,85.0,360.0,1.0,1,3612.0,0.06536852467085025,7.703007682479236,7.243512974665482,4.454347296253507,8.19229373114764,1,0,0,0,1
118,1,1,0,1,0,5568.0,2142.0,175.0,360.0,1.0,0,7710.0,0.0630494307537109,8.624970783589669,7.669961995473577,5.170483995038151,8.95040315983296,1,1,1,0,0
119,0,0,0,1,0,10171.25,0.0,259.0,360.0,1.0,1,10171.25,0.07073313943167697,9.227418703510933,0.0,5.560681631015528,9.227418703510933,0,1,0,0,1
120,1,1,0,1,0,5667.0,2667.0,180.0,360.0,1.0,1,8334.0,0.059995200383969285,8.64259160081057,7.889084407035514,5.198497031265826,9.028218795184895,1,1,1,0,0
121,0,0,0,1,0,4166.0,0.0,44.0,360.0,1.0,1,4166.0,0.02933802741772017,8.334951631422454,0.0,3.8066624897703196,8.334951631422454,0,0,0,1,0
122,0,0,0,1,0,2137.0,5743.125,137.0,360.0,0.0,1,7880.125,0.048293086157333236,7.6676260915849905,8.655932872329714,4.927253685157205,8.97222593915922,1,1,0,1,0
123,1,1,2,1,0,2957.0,0.0,81.0,360.0,1.0,1,2957.0,0.07609063239770038,7.992268643270745,0.0,4.406719247264253,7.992268643270745,0,0,0,1,0
124,1,1,0,0,0,4300.0,2014.0,194.0,360.0,1.0,1,6314.0,0.0853482560799634,8.366602832783736,7.608374474380783,5.272999558563747,8.750683034784592,1,1,1,0,0
125,0,0,0,1,0,3692.0,0.0,93.0,360.0,1.0,1,3692.0,0.06997110870350307,8.214194414852564,0.0,4.543294782270004,8.214194414852564,0,0,1,0,0
126,1,1,3,1,0,10171.25,0.0,261.5,360.0,1.0,1,10171.25,0.07141589174279354,9.227418703510933,0.0,5.570251082031678,9.227418703510933,0,1,1,0,0
127,1,0,0,1,0,3865.0,1640.0,128.0,360.0,1.0,1,5505.0,0.06458774851145424,8.259975659768276,7.403061091090091,4.859812404361672,8.613593685702552,1,0,1,0,0
128,1,1,1,1,1,10171.25,3850.0,160.0,180.0,0.0,0,14021.25,0.06339583766703318,9.227418703510933,8.25608813381491,5.081404364984463,9.548400632733635,1,1,0,0,1
129,1,1,0,1,0,6080.0,2569.0,182.0,360.0,1.0,0,8649.0,0.05845248647884791,8.71292443512011,7.851661177889265,5.209486152841421,9.065314599925925,1,1,1,0,0
130,1,0,0,1,1,10171.25,0.0,261.5,480.0,1.0,1,10171.25,0.05356191880709516,9.227418703510933,0.0,5.570251082031678,9.227418703510933,0,1,0,0,1
131,1,0,0,1,0,2014.0,1929.0,74.0,360.0,1.0,1,3943.0,0.052131766562403134,7.608374474380783,7.5652752818989315,4.31748811353631,8.279950715722526,1,0,0,0,1
132,1,0,0,1,0,2718.0,0.0,70.0,360.0,1.0,1,2718.0,0.0715395307006786,7.908019444632471,0.0,4.2626798770413155,7.908019444632471,0,0,0,1,0
133,1,1,0,1,1,3459.0,0.0,25.0,120.0,1.0,1,3459.0,0.06022935337766214,8.14902386805177,0.0,3.258096538021482,8.14902386805177,0,0,0,1,0
134,1,0,0,1,0,4895.0,0.0,102.0,360.0,1.0,1,4895.0,0.057882192713653385,8.496173824192162,0.0,4.634728988229636,8.496173824192162,0,0,0,1,0
135,1,1,3,1,0,4000.0,5743.125,261.5,360.0,1.0,0,9743.125,0.07455399462584016,8.294299608857235,8.655932872329714,5.570251082031678,9.18441981827462,1,1,0,1,0
136,0,1,0,1,0,4583.0,0.0,84.0,360.0,1.0,0,4583.0,0.05091279365772056,8.430327258394575,0.0,4.442651256490317,8.430327258394575,0,0,1,0,0
137,1,1,2,1,1,3316.0,3500.0,88.0,360.0,1.0,1,6816.0,0.035863328116849245,8.106816038947052,8.160803920954665,4.48863636973214,8.827174771362785,1,0,0,0,1
138,1,0,0,1,0,10171.25,0.0,242.0,360.0,0.0,0,10171.25,0.06609042371608428,9.227418703510933,0.0,5.493061443340548,9.227418703510933,0,1,0,1,0
139,1,1,2,0,0,4200.0,1430.0,129.0,360.0,1.0,0,5630.0,0.06364712847838958,8.343077871169383,7.266128779556451,4.867534450455582,8.636042325254618,1,1,1,0,0
140,1,1,2,1,0,5042.0,2083.0,185.0,360.0,1.0,0,7125.0,0.07212475633528265,8.525756422076725,7.642044402873258,5.225746673713202,8.871505346165781,1,1,1,0,0
141,1,0,0,1,0,5417.0,0.0,168.0,360.0,1.0,1,5417.0,0.08614854470494124,8.59748202264504,0.0,5.1298987149230735,8.59748202264504,0,1,0,0,1
142,1,0,0,1,1,6950.0,0.0,175.0,180.0,1.0,1,6950.0,0.1398880895283773,8.846640813100485,0.0,5.170483995038151,8.846640813100485,0,1,0,1,0
143,1,1,0,1,0,2698.0,2034.0,122.0,360.0,1.0,1,4732.0,0.07161641777026392,7.900636613018005,7.618251097876695,4.812184355372417,8.462314529906248,1,0,0,1,0
144,1,1,2,1,0,10171.25,0.0,187.0,180.0,1.0,1,10171.25,0.10213974574303934,9.227418703510933,0.0,5.236441962829949,9.227418703510933,0,1,0,0,1
145,0,1,0,1,0,2330.0,4486.0,100.0,360.0,1.0,1,6816.0,0.04075378195096505,7.754052639035757,8.408939605975984,4.61512051684126,8.827174771362785,1,0,0,1,0
146,0,1,2,1,0,10171.25,0.0,70.0,360.0,1.0,1,10171.25,0.019117064711264047,9.227418703510933,0.0,4.2626798770413155,9.227418703510933,0,0,0,0,1
147,1,1,1,1,0,1538.0,1425.0,30.0,360.0,1.0,1,2963.0,0.028124648441894478,7.338888133838879,7.262628600974241,3.4339872044851463,7.994294986415977,1,0,0,0,1
148,0,0,0,1,0,10000.0,1666.0,225.0,360.0,1.0,0,11666.0,0.053574489970855475,9.210440366976517,7.418780882750794,5.420534999272286,9.364519622823858,1,1,1,0,0
149,1,1,0,1,0,4860.0,830.0,125.0,360.0,1.0,1,5690.0,0.0610232376488967,8.488999457045455,6.7226297948554485,4.836281906951478,8.646641258603124,1,0,0,1,0
150,1,0,0,1,0,6277.0,0.0,118.0,360.0,0.0,0,6277.0,0.05221885897367815,8.744806737401898,0.0,4.77912349311153,8.744806737401898,0,0,1,0,0
